Date,Location,Precipitation,Temperature,Wind Speed,Elevation,HCHO_reading
2020-04-02,"Bibile, Monaragala",2.8135,25.2,9.7,263.0,0.000152358837902
2020-04-03,"Bibile, Monaragala",2.8135,26.0,10.4,263.0,9.474364346449804e-05
2020-04-04,"Bibile, Monaragala",5.409,24.9,7.9,263.0,0.0001686883585343
2020-04-06,"Bibile, Monaragala",0.1,26.6,9.3,263.0,5.8225573512687094e-05
2020-04-07,"Bibile, Monaragala",2.8135,27.2,8.8,263.0,0.0001062592640366
2020-04-08,"Bibile, Monaragala",0.4,26.9,7.6,263.0,0.0002072563263751
2020-04-09,"Bibile, Monaragala",0.1,26.5,8.7,263.0,0.0001874333323758
2020-04-10,"Bibile, Monaragala",4.245,25.5,10.2,263.0,0.000201808368208
2020-04-11,"Bibile, Monaragala",20.013,25.9,9.4,263.0,0.0001063412346534
2020-04-12,"Bibile, Monaragala",1.364,25.8,12.2,263.0,0.0001064925418238
2020-04-13,"Bibile, Monaragala",4.624,25.8,11.2,263.0,0.0001066438489942
2020-04-14,"Bibile, Monaragala",4.169,25.5,8.4,263.0,8.930894540567567e-05
2020-04-15,"Bibile, Monaragala",3.234,24.9,8.7,263.0,7.197404181715132e-05
2020-04-16,"Bibile, Monaragala",0.569,25.7,8.6,263.0,8.375779586410523e-05
2020-04-17,"Bibile, Monaragala",4.461,25.7,8.6,263.0,9.554154991105912e-05
2020-04-18,"Bibile, Monaragala",3.516,25.9,9.0,263.0,5.243860177530103e-05
2020-04-19,"Bibile, Monaragala",4.138,25.4,10.4,263.0,0.0001573970798995
2020-04-21,"Bibile, Monaragala",1.733,26.2,10.4,263.0,9.074692903327894e-05
2020-04-22,"Bibile, Monaragala",2.999,25.4,9.4,263.0,0.0001581586056153
2020-04-23,"Bibile, Monaragala",11.567,25.9,8.3,263.0,0.0002255702821974
2020-04-25,"Bibile, Monaragala",0.332,27.1,7.6,263.0,0.0001028752481266
2020-04-27,"Bibile, Monaragala",6.381,27.2,7.6,263.0,0.0002225938827272
2020-04-29,"Bibile, Monaragala",1.5,27.5,9.1,263.0,0.0001115760017718
2020-04-30,"Bibile, Monaragala",3.822,26.7,9.7,263.0,0.0001334557443908
2020-05-01,"Bibile, Monaragala",3.221,26.6,7.7,263.0,0.0002303620272833
2020-05-02,"Bibile, Monaragala",2.8135,27.8,9.0,263.0,0.0001743500137588
2020-05-03,"Bibile, Monaragala",0.561,27.7,8.9,263.0,0.0001183380002344
2020-05-04,"Bibile, Monaragala",3.527,27.0,10.3,263.0,0.0001540390834442
2020-05-05,"Bibile, Monaragala",10.424,26.1,8.6,263.0,0.000189740166654
2020-05-06,"Bibile, Monaragala",4.785,26.2,9.4,263.0,0.0001936290111482
2020-05-07,"Bibile, Monaragala",20.387,25.8,5.9,263.0,0.0001975178556425
2020-05-10,"Bibile, Monaragala",26.358,25.7,7.4,263.0,0.0001712400589183
2020-05-11,"Bibile, Monaragala",2.831,25.6,6.5,263.0,8.120374744529855e-05
2020-05-12,"Bibile, Monaragala",21.76,25.5,8.0,263.0,6.357439272964576e-05
2020-05-13,"Bibile, Monaragala",9.18,25.7,6.1,263.0,4.594503801399296e-05
2020-05-15,"Bibile, Monaragala",25.733,26.5,10.8,263.0,0.0001572533347561
2020-05-16,"Bibile, Monaragala",12.153,26.9,13.3,263.0,0.0002003187110049
2020-05-18,"Bibile, Monaragala",9.751,27.1,17.3,263.0,0.0002212163555336
2020-05-19,"Bibile, Monaragala",4.813,26.9,17.6,263.0,0.0001990486238135
2020-05-20,"Bibile, Monaragala",0.588,27.8,11.9,263.0,0.0001768808920934
2020-05-21,"Bibile, Monaragala",1.823,27.6,14.0,263.0,0.0001885073321254
2020-05-22,"Bibile, Monaragala",0.834,27.5,9.6,263.0,0.0001088635679622
2020-05-23,"Bibile, Monaragala",2.708,27.9,14.7,263.0,7.625441184520259e-05
2020-05-24,"Bibile, Monaragala",0.1,27.9,9.1,263.0,0.0001076155101142
2020-05-25,"Bibile, Monaragala",2.8135,27.8,7.1,263.0,0.0001622301790734
2020-05-26,"Bibile, Monaragala",1.832,27.8,7.7,263.0,0.0002168448480327
2020-05-27,"Bibile, Monaragala",3.486,27.9,5.6,263.0,0.0001645086629642
2020-05-28,"Bibile, Monaragala",7.304,27.9,10.3,263.0,0.0001121724778957
2020-05-29,"Bibile, Monaragala",5.931,27.7,7.2,263.0,0.0001211554775325
2020-05-30,"Bibile, Monaragala",1.8,27.7,8.5,263.0,0.0001301384771694
2020-05-31,"Bibile, Monaragala",0.161,27.0,11.2,263.0,0.0001234580626288
2020-06-01,"Bibile, Monaragala",0.062,26.8,11.4,263.0,0.0001167776480883
2020-06-02,"Bibile, Monaragala",0.3,26.8,7.6,263.0,0.0002132776312111
2020-06-03,"Bibile, Monaragala",2.8135,26.8,11.2,263.0,0.0001826095314686
2020-06-04,"Bibile, Monaragala",2.8135,27.3,10.1,263.0,0.0001289793621539
2020-06-05,"Bibile, Monaragala",2.8135,27.3,9.0,263.0,8.487577224364211e-05
2020-06-06,"Bibile, Monaragala",0.315,26.3,8.9,263.0,0.0001196691804616
2020-06-07,"Bibile, Monaragala",8.199,26.1,16.5,263.0,0.0001544625886797
2020-06-08,"Bibile, Monaragala",5.304,26.3,15.7,263.0,0.0001161752209702
2020-06-09,"Bibile, Monaragala",0.08,27.7,16.8,263.0,7.788785326075869e-05
2020-06-10,"Bibile, Monaragala",1.725,27.6,10.8,263.0,0.0001845606892772
2020-06-11,"Bibile, Monaragala",11.449,27.3,13.6,263.0,0.0001644131347156
2020-06-12,"Bibile, Monaragala",2.257,27.4,17.6,263.0,0.000144265580154
2020-06-13,"Bibile, Monaragala",0.062,27.9,16.8,263.0,0.0001241180255925
2020-06-14,"Bibile, Monaragala",0.796,27.9,14.4,263.0,0.0001327978281076
2020-06-15,"Bibile, Monaragala",0.769,27.9,14.4,263.0,0.0001718309315453
2020-06-16,"Bibile, Monaragala",0.062,27.9,9.1,263.0,0.0001962688222185
2020-06-17,"Bibile, Monaragala",0.08,27.9,10.9,263.0,0.0001097679227923
2020-06-18,"Bibile, Monaragala",0.219,27.9,14.7,263.0,0.0001935549995856
2020-06-19,"Bibile, Monaragala",1.74,27.9,10.1,263.0,9.696947364222372e-05
2020-06-20,"Bibile, Monaragala",4.113,27.9,11.6,263.0,5.175335096376786e-05
2020-06-21,"Bibile, Monaragala",0.068,27.9,14.8,263.0,6.51664005841318e-05
2020-06-22,"Bibile, Monaragala",0.367,27.9,13.6,263.0,7.857945020449575e-05
2020-06-23,"Bibile, Monaragala",0.8,27.3,8.6,263.0,0.0001379274087062
2020-06-24,"Bibile, Monaragala",25.041,26.8,6.8,263.0,0.0001972753672081
2020-06-26,"Bibile, Monaragala",7.972,25.6,13.0,263.0,0.0001352200955733
2020-06-28,"Bibile, Monaragala",0.062,26.8,9.7,263.0,5.844839255170251e-05
2020-06-29,"Bibile, Monaragala",1.143,27.0,12.3,263.0,9.030847176585064e-05
2020-07-01,"Bibile, Monaragala",2.8135,27.5,8.8,263.0,0.0002269999995768
2020-07-02,"Bibile, Monaragala",0.141,27.9,9.4,263.0,0.0002076354156992
2020-07-03,"Bibile, Monaragala",2.088,27.7,11.3,263.0,0.0002186376363584
2020-07-04,"Bibile, Monaragala",0.177,27.6,12.1,263.0,0.0002296398570177
2020-07-05,"Bibile, Monaragala",2.8135,27.9,9.7,263.0,0.0001048803273274
2020-07-06,"Bibile, Monaragala",0.119,27.6,10.0,263.0,0.0002118758135161
2020-07-07,"Bibile, Monaragala",1.107,27.9,9.3,263.0,0.0001489326523148
2020-07-08,"Bibile, Monaragala",3.113,27.2,7.2,263.0,0.0001237493803848
2020-07-09,"Bibile, Monaragala",11.031,25.8,10.6,263.0,9.8566108454983e-05
2020-07-11,"Bibile, Monaragala",3.475,25.0,5.6,263.0,0.0002101522993928
2020-07-12,"Bibile, Monaragala",0.201,26.5,12.6,263.0,0.000113621385385
2020-07-13,"Bibile, Monaragala",0.1,27.0,12.4,263.0,0.0002085770419565
2020-07-14,"Bibile, Monaragala",4.456,26.8,10.2,263.0,0.0001361865001512
2020-07-17,"Bibile, Monaragala",0.062,27.0,12.6,263.0,4.177796057257493e-05
2020-07-18,"Bibile, Monaragala",19.997,25.6,8.2,263.0,5.023416296985129e-05
2020-07-19,"Bibile, Monaragala",8.551,25.3,8.2,263.0,6.899038871576532e-05
2020-07-20,"Bibile, Monaragala",6.594,24.3,7.9,263.0,8.774661446167934e-05
2020-07-21,"Bibile, Monaragala",8.715,25.3,7.3,263.0,0.0001227452448212
2020-07-22,"Bibile, Monaragala",0.616,25.3,6.6,263.0,0.0001577438751808
2020-07-23,"Bibile, Monaragala",13.613,25.0,9.2,263.0,0.000110571637301
2020-07-24,"Bibile, Monaragala",0.062,25.6,10.0,263.0,6.339939942132575e-05
2020-07-25,"Bibile, Monaragala",4.9,24.7,9.6,263.0,5.5197812281196746e-05
2020-07-26,"Bibile, Monaragala",0.062,25.3,12.2,263.0,4.6996225141067744e-05
2020-08-03,"Bibile, Monaragala",2.984,25.9,17.6,263.0,4.33653497137062e-05
2020-08-04,"Bibile, Monaragala",3.395,26.5,17.6,263.0,5.5824369804800686e-05
2020-08-05,"Bibile, Monaragala",1.421,26.6,17.6,263.0,5.969344354460202e-05
2020-08-06,"Bibile, Monaragala",12.041,25.1,17.6,263.0,6.356251728440335e-05
2020-08-07,"Bibile, Monaragala",14.802,26.2,15.0,263.0,6.743159102420469e-05
2020-08-08,"Bibile, Monaragala",1.902,26.4,13.3,263.0,7.130066476400602e-05
2020-08-09,"Bibile, Monaragala",14.069,25.5,16.8,263.0,0.0001403382151551
2020-08-10,"Bibile, Monaragala",2.062,26.2,12.4,263.0,0.0002093757655462
2020-08-11,"Bibile, Monaragala",15.173,25.8,10.8,263.0,7.704421320033986e-05
2020-08-12,"Bibile, Monaragala",0.062,26.4,13.7,263.0,0.0001234200010392
2020-08-13,"Bibile, Monaragala",2.8135,26.5,13.0,263.0,0.0001656748442621
2020-08-17,"Bibile, Monaragala",2.8135,27.5,10.5,263.0,0.0001682038731519
2020-08-18,"Bibile, Monaragala",2.127,27.6,10.6,263.0,0.0001388418128911
2020-08-19,"Bibile, Monaragala",2.8135,27.3,8.3,263.0,0.0001725601862205
2020-08-20,"Bibile, Monaragala",2.8135,27.9,10.1,263.0,0.0001608252427725
2020-08-22,"Bibile, Monaragala",3.393,27.9,8.6,263.0,0.0001752171523025
2020-08-23,"Bibile, Monaragala",12.44,27.9,9.5,263.0,8.666643526118393e-05
2020-08-24,"Bibile, Monaragala",0.062,27.9,11.2,263.0,8.93769864376209e-05
2020-08-25,"Bibile, Monaragala",18.909,26.9,7.9,263.0,0.0001305039967599
2020-08-26,"Bibile, Monaragala",12.662,26.9,8.0,263.0,0.0001977095681468
2020-08-27,"Bibile, Monaragala",13.714,26.7,7.1,263.0,0.0001583915881858
2020-08-28,"Bibile, Monaragala",0.584,26.4,6.9,263.0,0.0001495120542889
2020-08-29,"Bibile, Monaragala",2.8135,27.0,8.7,263.0,0.000140632520392
2020-08-30,"Bibile, Monaragala",1.163,26.9,7.6,263.0,0.0001574082301413
2020-08-31,"Bibile, Monaragala",19.727,27.2,9.0,263.0,0.0001741839398906
2020-09-01,"Bibile, Monaragala",5.368,25.5,5.6,263.0,0.0001660831249247
2020-09-02,"Bibile, Monaragala",1.765,24.3,5.6,263.0,0.0001579823099589
2020-09-03,"Bibile, Monaragala",1.4,25.1,8.6,263.0,0.0001498814949931
2020-09-04,"Bibile, Monaragala",0.665,26.3,13.0,263.0,0.0001417806800273
2020-09-05,"Bibile, Monaragala",9.258,25.4,7.2,263.0,0.0001254955385429
2020-09-07,"Bibile, Monaragala",1.38,24.2,17.4,263.0,9.29252555742292e-05
2020-09-08,"Bibile, Monaragala",0.53,25.9,12.7,263.0,7.664011408987226e-05
2020-09-09,"Bibile, Monaragala",1.371,25.7,15.0,263.0,7.425107530184038e-05
2020-09-10,"Bibile, Monaragala",5.748,25.9,15.7,263.0,7.486087960709529e-05
2020-09-11,"Bibile, Monaragala",0.062,26.9,14.4,263.0,7.54706839123502e-05
2020-09-12,"Bibile, Monaragala",0.645,26.0,15.7,263.0,7.60804882176051e-05
2020-09-13,"Bibile, Monaragala",2.298,25.9,15.4,263.0,7.669029252286e-05
2020-09-14,"Bibile, Monaragala",0.39,26.0,12.4,263.0,7.730009682811491e-05
2020-09-15,"Bibile, Monaragala",0.637,26.4,13.8,263.0,7.790990113336982e-05
2020-09-16,"Bibile, Monaragala",0.083,27.3,15.0,263.0,9.721515637639364e-05
2020-09-17,"Bibile, Monaragala",0.333,26.6,11.0,263.0,0.0001106155069305
2020-09-18,"Bibile, Monaragala",24.01,26.2,17.6,263.0,0.0001240158574847
2020-09-19,"Bibile, Monaragala",7.086,26.0,17.4,263.0,0.0001374162080389
2020-09-20,"Bibile, Monaragala",7.766,26.3,17.6,263.0,0.0001508165585932
2020-09-21,"Bibile, Monaragala",5.505,25.9,16.8,263.0,8.680864989165229e-05
2020-09-22,"Bibile, Monaragala",2.007,25.8,15.7,263.0,0.0001077060804709
2020-09-23,"Bibile, Monaragala",0.973,26.3,8.8,263.0,0.0001286035110503
2020-09-24,"Bibile, Monaragala",16.736,25.2,7.7,263.0,0.0001557493925075
2020-09-25,"Bibile, Monaragala",0.1,25.0,5.9,263.0,0.0001828952739647
2020-09-26,"Bibile, Monaragala",16.409,25.4,8.5,263.0,0.0002100411554219
2020-09-29,"Bibile, Monaragala",0.936,25.0,9.0,263.0,8.058619769899779e-05
2020-09-30,"Bibile, Monaragala",1.152,25.8,10.5,263.0,0.0001407836750615
2020-10-01,"Bibile, Monaragala",0.062,25.8,9.7,263.0,0.0002009811524242
2020-10-03,"Bibile, Monaragala",1.319,26.5,15.7,263.0,0.0001905453554194
2020-10-04,"Bibile, Monaragala",0.097,26.0,15.0,263.0,9.65941229705195e-05
2020-10-06,"Bibile, Monaragala",0.1,26.1,11.4,263.0,0.0001013842797799
2020-10-07,"Bibile, Monaragala",2.8135,25.9,6.8,263.0,0.0001145549662707
2020-10-08,"Bibile, Monaragala",2.8135,26.8,7.6,263.0,0.0001277256527615
2020-10-09,"Bibile, Monaragala",6.565,25.7,7.8,263.0,8.581860880367713e-05
2020-10-10,"Bibile, Monaragala",0.633,26.5,9.6,263.0,4.391156484585428e-05
2020-10-11,"Bibile, Monaragala",5.597,26.4,17.4,263.0,9.276843653160504e-05
2020-10-12,"Bibile, Monaragala",2.22,27.0,17.6,263.0,0.0001223886057634
2020-10-13,"Bibile, Monaragala",2.083,27.0,17.6,263.0,0.0002017037132798
2020-10-14,"Bibile, Monaragala",7.812,26.3,17.6,263.0,0.000158317919437
2020-10-15,"Bibile, Monaragala",3.362,26.5,17.4,263.0,0.0001149321255943
2020-10-16,"Bibile, Monaragala",0.435,26.9,17.6,263.0,7.15463317516803e-05
2020-10-17,"Bibile, Monaragala",2.8135,25.9,11.9,263.0,0.0002248542429094
2020-10-20,"Bibile, Monaragala",0.062,27.2,14.8,263.0,0.0001299808546556
2020-10-21,"Bibile, Monaragala",1.707,26.9,17.6,263.0,0.0001622780122468
2020-10-22,"Bibile, Monaragala",0.882,27.0,17.6,263.0,0.0001000547036166
2020-10-23,"Bibile, Monaragala",2.8135,26.7,14.8,263.0,0.000208711010751
2020-10-24,"Bibile, Monaragala",0.831,26.4,11.2,263.0,0.0001455256672944
2020-10-25,"Bibile, Monaragala",2.483,26.5,8.9,263.0,0.0002129690152839
2020-10-29,"Bibile, Monaragala",1.532,26.0,7.9,263.0,0.0002236368469443
2020-10-30,"Bibile, Monaragala",22.435,26.0,8.3,263.0,0.0001204451903239
2020-10-31,"Bibile, Monaragala",19.006,26.1,6.8,263.0,9.76271973529074e-05
2020-11-01,"Bibile, Monaragala",3.622,26.4,7.2,263.0,7.480920438191483e-05
2020-11-02,"Bibile, Monaragala",0.905,26.5,9.4,263.0,9.26038665719948e-05
2020-11-04,"Bibile, Monaragala",13.604,24.9,6.1,263.0,7.290927004495618e-05
2020-11-05,"Bibile, Monaragala",16.722,25.0,8.6,263.0,6.22112259479094e-05
2020-11-06,"Bibile, Monaragala",10.575,24.7,10.1,263.0,5.1513181850862595e-05
2020-11-09,"Bibile, Monaragala",7.325,23.7,11.9,263.0,5.692200079621521e-05
2020-11-10,"Bibile, Monaragala",4.791,23.9,6.7,263.0,8.37269079356614e-05
2020-11-12,"Bibile, Monaragala",6.764,24.4,7.5,263.0,0.0001373367222145
2020-11-13,"Bibile, Monaragala",8.818,24.8,8.6,263.0,0.000164141629354
2020-11-14,"Bibile, Monaragala",7.242,24.1,10.8,263.0,0.0001379698538234
2020-11-15,"Bibile, Monaragala",8.179,24.8,13.3,263.0,0.0001117980782929
2020-11-16,"Bibile, Monaragala",20.354,23.4,6.8,263.0,8.562630276241957e-05
2020-11-17,"Bibile, Monaragala",8.751,23.9,10.1,263.0,5.945452723189275e-05
2020-11-19,"Bibile, Monaragala",3.71,24.4,9.7,263.0,5.083449380833269e-05
2020-11-20,"Bibile, Monaragala",2.12,23.7,12.8,263.0,6.838623591529945e-05
2020-11-21,"Bibile, Monaragala",15.155,23.2,11.0,263.0,8.593797802226622e-05
2020-11-22,"Bibile, Monaragala",8.396,22.5,9.7,263.0,0.0001034897201292
2020-11-23,"Bibile, Monaragala",3.381,23.5,10.8,263.0,0.0001210414622361
2020-11-24,"Bibile, Monaragala",3.168,24.2,11.5,263.0,0.0001385932043431
2020-11-25,"Bibile, Monaragala",0.655,25.1,6.9,263.0,0.0001561449464501
2020-11-26,"Bibile, Monaragala",0.731,25.0,9.3,263.0,0.0001736966885571
2020-11-30,"Bibile, Monaragala",1.63,24.2,12.2,263.0,5.578958265758127e-05
2020-12-01,"Bibile, Monaragala",7.034,22.8,13.3,263.0,7.470552781356503e-05
2020-12-02,"Bibile, Monaragala",12.571,23.2,14.0,263.0,9.362147296954876e-05
2020-12-03,"Bibile, Monaragala",5.442,24.3,9.7,263.0,0.0001125374181255
2020-12-04,"Bibile, Monaragala",1.755,24.3,8.9,263.0,0.0001314533632815
2020-12-05,"Bibile, Monaragala",1.785,24.3,8.8,263.0,0.0001503693084375
2020-12-06,"Bibile, Monaragala",1.127,24.6,8.6,263.0,0.0001864159076759
2020-12-07,"Bibile, Monaragala",0.062,25.4,7.1,263.0,8.465839116738584e-05
2020-12-08,"Bibile, Monaragala",4.339,23.7,7.9,263.0,6.716778026344759e-05
2020-12-09,"Bibile, Monaragala",0.062,23.8,10.1,263.0,4.967716935950935e-05
2020-12-10,"Bibile, Monaragala",0.081,23.8,10.1,263.0,0.0001293030934587
2020-12-11,"Bibile, Monaragala",2.8135,23.0,11.5,263.0,0.0001201134617694
2020-12-15,"Bibile, Monaragala",0.078,22.6,8.4,263.0,8.7017288155401e-05
2020-12-17,"Bibile, Monaragala",2.738,23.6,6.3,263.0,5.7881967243906006e-05
2020-12-18,"Bibile, Monaragala",8.854,23.1,8.3,263.0,5.5431608786227056e-05
2020-12-19,"Bibile, Monaragala",10.476,23.0,10.7,263.0,5.2981250328548106e-05
2020-12-23,"Bibile, Monaragala",4.125,22.4,10.1,263.0,4.3179816497832305e-05
2020-12-28,"Bibile, Monaragala",25.993,23.0,9.0,263.0,4.8853962317284854e-05
2020-12-29,"Bibile, Monaragala",5.839,24.6,9.0,263.0,6.43295419674532e-05
2020-12-30,"Bibile, Monaragala",2.026,23.4,9.4,263.0,7.980512161762156e-05
2021-01-02,"Bibile, Monaragala",4.221,23.0,13.2,263.0,0.0001262318605681
2021-01-03,"Bibile, Monaragala",17.059,23.3,9.0,263.0,0.0001417074402182
2021-01-05,"Bibile, Monaragala",4.335,23.6,9.0,263.0,0.0001726585995186
2021-01-06,"Bibile, Monaragala",3.821,23.6,8.7,263.0,0.0001881341791688
2021-01-07,"Bibile, Monaragala",5.083,23.6,7.2,263.0,0.0001794256612804
2021-01-08,"Bibile, Monaragala",0.795,24.0,6.5,263.0,0.0001707171433921
2021-01-09,"Bibile, Monaragala",19.859,22.3,8.6,263.0,0.0001620086255038
2021-01-10,"Bibile, Monaragala",12.928,22.3,7.5,263.0,0.0001533001076155
2021-01-11,"Bibile, Monaragala",27.268,22.8,6.5,263.0,0.0001445915897272
2021-01-12,"Bibile, Monaragala",7.303,22.9,11.9,263.0,0.0001358830718389
2021-01-13,"Bibile, Monaragala",7.487,23.2,10.8,263.0,0.0001271745539506
2021-01-14,"Bibile, Monaragala",13.835,23.3,7.4,263.0,0.0001184660360623
2021-01-15,"Bibile, Monaragala",11.486,22.5,5.6,263.0,0.000109757518174
2021-01-16,"Bibile, Monaragala",1.837,23.5,6.5,263.0,0.0001010490002857
2021-01-17,"Bibile, Monaragala",0.298,22.8,8.5,263.0,9.234048239739522e-05
2021-01-19,"Bibile, Monaragala",1.616,22.8,9.0,263.0,7.492344662077616e-05
2021-01-20,"Bibile, Monaragala",6.368,24.4,17.6,263.0,6.621492873246664e-05
2021-01-22,"Bibile, Monaragala",0.072,23.9,8.6,263.0,0.0001157936673969
2021-01-23,"Bibile, Monaragala",0.7,22.8,9.4,263.0,0.0001244751896995
2021-01-24,"Bibile, Monaragala",0.2,22.7,11.5,263.0,8.90675573324203e-05
2021-01-25,"Bibile, Monaragala",0.4,22.9,10.1,263.0,5.365992496534062e-05
2021-01-28,"Bibile, Monaragala",0.158,22.5,11.2,263.0,5.517998237931389e-05
2021-01-29,"Bibile, Monaragala",14.22,23.1,9.7,263.0,5.601830388336154e-05
2021-01-30,"Bibile, Monaragala",3.574,23.1,8.3,263.0,5.685662538740918e-05
2021-01-31,"Bibile, Monaragala",10.255,23.3,9.3,263.0,5.7694946891456825e-05
2021-02-01,"Bibile, Monaragala",3.924,22.9,11.3,263.0,5.8533268395504474e-05
2021-02-02,"Bibile, Monaragala",9.303,23.1,14.4,263.0,5.937158989955211e-05
2021-02-04,"Bibile, Monaragala",0.97,22.3,13.0,263.0,6.104823290764741e-05
2021-02-05,"Bibile, Monaragala",2.468,22.4,11.5,263.0,6.188655441169504e-05
2021-02-06,"Bibile, Monaragala",8.765,22.4,9.7,263.0,6.272487591574269e-05
2021-02-07,"Bibile, Monaragala",6.97,22.9,11.5,263.0,6.356319741979033e-05
2021-02-08,"Bibile, Monaragala",15.463,22.6,13.6,263.0,6.440151892383798e-05
2021-02-09,"Bibile, Monaragala",0.117,22.8,15.5,263.0,6.523984042788563e-05
2021-02-13,"Bibile, Monaragala",1.2,23.9,10.8,263.0,0.0001259420046437
2021-02-14,"Bibile, Monaragala",2.04,24.1,9.7,263.0,0.0001061476559659
2021-02-15,"Bibile, Monaragala",2.209,23.7,11.5,263.0,8.63533072882196e-05
2021-02-16,"Bibile, Monaragala",2.8135,23.2,10.1,263.0,0.0001651139012838
2021-02-18,"Bibile, Monaragala",0.1,23.0,9.2,263.0,8.406814227895799e-05
2021-02-19,"Bibile, Monaragala",6.978,24.2,7.6,263.0,8.718202812303842e-05
2021-02-20,"Bibile, Monaragala",2.7,25.2,8.6,263.0,9.029591396711884e-05
2021-02-21,"Bibile, Monaragala",0.062,24.9,9.7,263.0,9.340979981119928e-05
2021-02-22,"Bibile, Monaragala",2.282,23.8,10.4,263.0,9.652368565527972e-05
2021-02-24,"Bibile, Monaragala",3.529,23.3,8.7,263.0,0.0001914154391299
2021-02-25,"Bibile, Monaragala",0.1,24.2,7.2,263.0,9.449054306885772e-05
2021-02-26,"Bibile, Monaragala",0.2,24.5,10.6,263.0,9.088989114653707e-05
2021-02-28,"Bibile, Monaragala",0.1,24.4,8.9,263.0,0.0002029346029776
2021-03-01,"Bibile, Monaragala",2.8135,23.3,9.0,263.0,0.0001450662460377
2021-03-02,"Bibile, Monaragala",2.8135,22.5,9.4,263.0,0.0001234862324863
2021-03-03,"Bibile, Monaragala",2.8135,22.7,9.8,263.0,0.000101906218935
2021-03-04,"Bibile, Monaragala",2.8135,23.1,9.2,263.0,8.032620538368782e-05
2021-03-05,"Bibile, Monaragala",0.3,23.0,9.7,263.0,9.560060939924392e-05
2021-03-06,"Bibile, Monaragala",18.531,23.7,8.3,263.0,0.0001108750134148
2021-03-07,"Bibile, Monaragala",23.449,23.3,11.4,263.0,0.000219129930537
2021-03-08,"Bibile, Monaragala",6.27,24.0,11.9,263.0,0.0001268862633548
2021-03-11,"Bibile, Monaragala",13.188,23.1,9.9,263.0,4.240716548693881e-05
2021-03-12,"Bibile, Monaragala",0.21,24.1,9.9,263.0,4.628945014408911e-05
2021-03-13,"Bibile, Monaragala",0.686,24.4,9.5,263.0,6.998884854245248e-05
2021-03-14,"Bibile, Monaragala",0.213,23.8,9.7,263.0,9.668375297972626e-05
2021-03-15,"Bibile, Monaragala",0.062,24.7,11.5,263.0,0.000123378657417
2021-03-19,"Bibile, Monaragala",2.53,23.1,10.4,263.0,0.0001921378805837
2021-03-20,"Bibile, Monaragala",1.629,24.1,7.3,263.0,0.0001059038765324
2021-03-21,"Bibile, Monaragala",11.015,24.2,7.9,263.0,0.0001015542054058
2021-03-23,"Bibile, Monaragala",1.3,25.0,9.4,263.0,0.0001992265616084
2021-03-24,"Bibile, Monaragala",5.607,23.7,11.4,263.0,0.0001952606036993
2021-03-25,"Bibile, Monaragala",8.583,23.4,9.2,263.0,0.0001912946457903
2021-03-26,"Bibile, Monaragala",0.69,25.1,11.2,263.0,0.0001873286878813
2021-03-27,"Bibile, Monaragala",7.094,24.0,10.9,263.0,0.0001833627299723
2021-03-29,"Bibile, Monaragala",6.9,24.7,10.5,263.0,0.0001754308141543
2021-03-30,"Bibile, Monaragala",6.118,25.2,8.3,263.0,0.000169861457447
2021-03-31,"Bibile, Monaragala",2.8135,26.5,7.2,263.0,0.0002113946286778
2021-04-03,"Bibile, Monaragala",2.8135,26.3,9.4,263.0,0.000164876277309
2021-04-04,"Bibile, Monaragala",2.8135,25.7,7.9,263.0,0.0002305064224007
2021-04-05,"Bibile, Monaragala",0.15,25.8,7.7,263.0,0.0001629821150255
2021-04-06,"Bibile, Monaragala",0.6,25.8,9.1,263.0,0.0001448128302136
2021-04-07,"Bibile, Monaragala",0.3,24.7,7.7,263.0,0.0001032645071811
2021-04-08,"Bibile, Monaragala",0.496,24.9,10.5,263.0,0.0001430188814716
2021-04-09,"Bibile, Monaragala",9.659,25.3,9.6,263.0,0.0001308905829202
2021-04-10,"Bibile, Monaragala",3.614,24.9,8.7,263.0,0.0001187622843687
2021-04-11,"Bibile, Monaragala",14.159,24.7,7.2,263.0,0.0001066339858174
2021-04-12,"Bibile, Monaragala",15.043,24.7,9.7,263.0,0.0001297741078952
2021-04-13,"Bibile, Monaragala",2.294,24.8,9.6,263.0,0.0001234965570374
2021-04-14,"Bibile, Monaragala",19.521,24.4,7.7,263.0,0.0001172190061797
2021-04-16,"Bibile, Monaragala",12.634,24.4,8.2,263.0,0.0001046639044642
2021-04-17,"Bibile, Monaragala",0.594,25.3,8.7,263.0,7.468271368444817e-05
2021-04-18,"Bibile, Monaragala",1.8,26.3,5.6,263.0,0.0001409110087682
2021-04-19,"Bibile, Monaragala",0.476,26.2,8.0,263.0,0.0001346721356058
2021-04-20,"Bibile, Monaragala",2.8135,26.6,10.0,263.0,0.0001622564606393
2021-04-21,"Bibile, Monaragala",0.599,25.8,8.6,263.0,0.0002092239092228
2021-04-22,"Bibile, Monaragala",5.935,26.2,7.6,263.0,0.0001616603740423
2021-04-23,"Bibile, Monaragala",0.75,26.4,7.8,263.0,0.000122402555023
2021-04-24,"Bibile, Monaragala",1.962,26.0,8.1,263.0,0.0001927233781087
2021-04-25,"Bibile, Monaragala",0.1,26.3,10.1,263.0,0.0001290401398434
2021-04-26,"Bibile, Monaragala",2.8135,26.5,8.0,263.0,0.0001297217185554
