"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-11-29","53.1",",,S","27.2","H,,S","30.9",",,S","24.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-11-30","33.3",",,S","25.6","H,,S","29.8",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-01","38.1",",,S","26.8","H,,S","30.8",",,S","23.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-02","0.3",",,S","27.6","H,,S","31.2",",,S","24.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-03","0.0",",,S","27.7","H,,S","31.6",",,S","24.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-04","0.0",",,S","26.3","H,,S","30.1",",,S","24.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-05","82.0",",,S","26.0","H,,S","29.5",",,S","23.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-06","10.7",",,S","28.0","H,,S",,,"23.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-07","0.0",",,S","26.3","H,,S","30.3",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-08","5.1",",,S","27.3","H,,S","32.7",",,S","23.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-09","0.0",",,S","27.0","H,,S",,,"24.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-10","0.0",",,S","27.5","H,,S","32.1",",,S","23.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-11","56.9",",,S","27.1","H,,S","31.7",",,S","23.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-12","0.0",",,S","28.0","H,,S","32.4",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-13","0.0",",,S","28.9","H,,S","31.1",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-14","1.0",",,S","27.1","H,,S","30.6",",,S","24.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-15","1.0",",,S","27.2","H,,S","30.8",",,S","23.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-16","0.0",",,S","28.1","H,,S","32.3",",,S","23.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-17","0.0",",,S","27.4","H,,S","31.7",",,S","23.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-18","0.0",",,S","27.2","H,,S","29.6",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-19","1.0",",,S","26.9","H,,S","30.1",",,S","24.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-20","29.5",",,S","25.3","H,,S","27.3",",,S","24.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-21","1.5",",,S","27.6","H,,S","31.8",",,S","23.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-22","0.0",",,S","27.9","H,,S","31.9",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-23","0.0",",,S","27.5","H,,S","32.6",",,S","24.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-24","1.0",",,S","27.6","H,,S","31.2",",,S","24.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-25","59.4",",,S","27.7","H,,S","30.9",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-26","0.0",",,S","27.4","H,,S","31.1",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-27","0.0",",,S","28.1","H,,S","31.9",",,S","23.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-28","0.0",",,S","27.6","H,,S","31.2",",,S","23.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-29","0.0",",,S","28.3","H,,S","33.7",",,S","23.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-30","0.0",",,S","28.1","H,,S","32.2",",,S","23.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2019-12-31","0.0",",,S","27.9","H,,S","31.1",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-01","0.0",",,S","27.7","H,,S","30.7",",,S","25.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-02","0.0",",,S","27.4","H,,S","31.5",",,S","24.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-03","112.3",",,S","28.2","H,,S","31.2",",,S","23.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-04","0.0",",,S","28.2","H,,S","31.3",",,S","25.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-05","1.8",",,S","28.1","H,,S","30.9",",,S","24.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-06","0.0",",,S","28.8","H,,S","32.3",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-07","0.0",",,S","29.2","H,,S","34.1",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-08","0.0",",,S","28.7","H,,S","32.8",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-09","0.0",",,S","27.8","H,,S","33.4",",,S","23.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-10","0.0",",,S","27.2","H,,S","31.4",",,S","23.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-11","0.0",",,S","27.9","H,,S","32.6",",,S","23.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-12","0.0",",,S","28.4","H,,S","32.9",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-13","0.0",",,S","28.3","H,,S","32.7",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-14","0.0",",,S","27.3","H,,S","32.4",",,S","22.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-15","0.0",",,S","26.9","H,,S","32.0",",,S","21.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-16","0.0",",,S","27.7","H,,S","31.7",",,S","22.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-17","0.0",",,S","28.4","H,,S","31.2",",,S","24.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-18","0.0",",,S","28.5","H,,S","31.9",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-19","1.0",",,S","28.3","H,,S","32.1",",,S","24.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-20","0.5",",,S","28.6","H,,S","33.5",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-21","0.0",",,S","28.9","H,,S","33.2",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-22","0.0",",,S","28.7","H,,S","33.6",",,S","25.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-23","0.0",",,S","29.1","H,,S","33.7",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-24","0.0",",,S","28.8","H,,S","34.4",",,S","25.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-25","0.0",",,S","28.2","H,,S","34.0",",,S","24.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-26","0.0",",,S","28.2","H,,S",,,"24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-27","0.0",",,S","27.6","H,,S","31.5",",,S","23.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-28","0.0",",,S","27.2","H,,S",,,"22.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-29","0.0",",,S","27.8","H,,S","31.7",",,S","22.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-30","0.0",",,S","27.9","H,,S","31.7",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-01-31","0.0",",,S","27.9","H,,S","31.5",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-01","0.0",",,S","28.6","H,,S","33.1",",,S","24.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-02","0.0",",,S","28.3","H,,S","31.8",",,S","24.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-03","0.0",",,S","28.2","H,,S","32.8",",,S","23.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-04","0.0",",,S","29.4","H,,S","34.1",",,S","24.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-05","0.0",",,S","29.1","H,,S","33.4",",,S","25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-06","0.0",",,S","28.4","H,,S","31.8",",,S","25.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-07","0.0",",,S","27.7","H,,S","31.6",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-08","0.0",",,S","27.8","H,,S","31.7",",,S","24.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-09","0.0",",,S","27.9","H,,S","31.6",",,S","24.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-10","0.0",",,S","28.7","H,,S","35.3",",,S","23.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-11","0.0",",,S","28.5","H,,S","33.6",",,S","23.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-12","0.0",",,S","29.7","H,,S","34.7",",,S","25.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-13","0.0",",,S","29.9","H,,S",,,"26.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-14","0.0",",,S","28.7","H,,S","32.7",",,S","25.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-15","0.0",",,S","28.8","H,,S","32.1",",,S","25.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-16","0.0",",,S","29.2","H,,S","33.2",",,S","25.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-17","0.0",",,S","29.0","H,,S","34.0",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-18","0.0",",,S","28.1","H,,S","33.3",",,S","24.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-19","0.0",",,S","28.0","H,,S","32.6",",,S","23.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-20","0.0",",,S","28.9","H,,S","33.8",",,S","24.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-21","0.0",",,S","29.7","H,,S","33.7",",,S","25.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-22","0.0",",,S","29.8","H,,S","35.9",",,S","26.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-23","0.0",",,S","29.7","H,,S","35.3",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-24","0.0",",,S","28.9","H,,S","33.2",",,S","24.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-25","0.0",",,S","29.6","H,,S","33.3",",,S","25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-26","0.0",",,S","29.6","H,,S","32.7",",,S","26.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-27","0.0",",,S","29.7","H,,S","34.3",",,S","26.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-28","0.0",",,S","28.8","H,,S","32.8",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-02-29","0.0",",,S","28.7","H,,S",,,"25.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-01","0.0",",,S","29.2","H,,S","32.6",",,S","24.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-02","0.0",",,S","28.6","H,,S","32.7",",,S","25.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-03","0.0",",,S","28.3","H,,S",,,"25.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-04","0.0",",,S","28.5","H,,S","32.2",",,S","24.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-05","0.0",",,S","28.9","H,,S",,,"26.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-06","0.0",",,S","29.2","H,,S","32.5",",,S","26.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-07","0.0",",,S","29.2","H,,S","34.0",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-08","0.0",",,S","29.1","H,,S","32.3",",,S","24.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-09","0.0",",,S","29.6","H,,S","32.3",",,S","26.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-10","0.0",",,S","29.8","H,,S","32.8",",,S","26.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-11","0.0",",,S","28.9","H,,S",,,"26.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-12","0.0",",,S","29.7","H,,S",,,"26.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-13","0.0",",,S","28.6","H,,S",,,"26.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-14","0.0",",,S","28.7","H,,S",,,"27.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-15","0.0",",,S","29.3","H,,S","32.6",",,S","26.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-16","0.0",",,S","28.6","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-17","4.3",",,S","29.0","H,,S","34.1",",,S","25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-18","0.0",",,S","28.9","H,,S",,,"25.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-19","14.5",",,S","29.1","H,,S","33.4",",,S","26.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-20","0.0",",,S","27.6","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-21","6.1",",,S","29.0","H,,S","33.3",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-22","0.0",",,S","29.1","H,,S","32.8",",,S","25.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-23","0.0",",,S","29.5","H,,S","32.6",",,S","25.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-24","0.0",",,S","29.7","H,,S","32.6",",,S","26.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-25","0.0",",,S","30.3","H,,S",,,"26.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-26","5.6",",,S","28.9","H,,S","32.4",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-27","0.0",",,S","27.7","H,,S",,,"25.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-28","0.0",",,S","29.7","H,,S","32.9",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-29","0.0",",,S","30.1","H,,S","33.2",",,S","27.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-30","0.3",",,S","29.0","H,,S","33.1",",,S","26.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-03-31","1.3",",,S","29.3","H,,S","32.7",",,S","25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-01","9.1",",,S","28.6","H,,S","32.7",",,S","25.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-02","0.0",",,S","29.2","H,,S","33.0",",,S","25.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-03","0.0",",,S","28.8","H,,S","32.6",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-04","45.0",",,S","28.1","H,,S","33.4",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-05","1.5",",,S","29.8","H,,S","33.0",",,S","25.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-06","0.3",",,S","30.3","H,,S","33.2",",,S","26.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-07","0.0",",,S","29.5","H,,S","32.6",",,S","26.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-08","11.2",",,S","29.7","H,,S","33.0",",,S","26.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-09","28.2",",,S","28.6","H,,S","32.2",",,S","25.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-10","0.0",",,S","29.2","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-11","34.8",",,S","29.1","H,,S",,,"23.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-12","0.0",",,S","28.3","H,,S","32.7",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-13","13.2",",,S","28.8","H,,S","32.0",",,S","24.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-14","0.0",",,S","28.9","H,,S","32.9",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-15","0.0",",,S","28.3","H,,S","32.7",",,S","25.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-16","1.0",",,S","28.6","H,,S",,,"24.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-17","0.0",",,S","29.3","H,,S","33.3",",,S","25.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-18","0.0",",,S","28.6","H,,S","33.9",",,S","25.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-19","0.0",",,S","28.7","H,,S","34.8",",,S","25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-20","20.1",",,S","29.5","H,,S","32.9",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-21","0.0",",,S","29.6","H,,S","33.4",",,S","26.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-22","0.0",",,S","27.6","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-23","2.0",",,S","28.4","H,,S","32.5",",,S","25.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-24","5.1",",,S","29.3","H,,S","32.0",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-25","17.0",",,S","29.3","H,,S","33.2",",,S","25.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-26","6.6",",,S","29.8","H,,S",,,"25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-27","17.8",",,S","30.1","H,,S","33.1",",,S","26.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-28","0.0",",,S","29.5","H,,S","32.7",",,S","27.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-29","5.8",",,S","29.7","H,,S","32.7",",,S","26.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-04-30","0.0",",,S","30.3","H,,S","33.1",",,S","27.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-01","2.8",",,S","29.7","H,,S","32.8",",,S","26.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-02","0.5",",,S","30.8","H,,S","33.3",",,S","27.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-03","0.0",",,S","30.1","H,,S","33.4",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-04","0.0",",,S","29.9","H,,S","32.5",",,S","26.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-05","0.0",",,S","28.9","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-06","24.4",",,S","27.8","H,,S","31.3",",,S","25.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-07","0.3",",,S","28.9","H,,S","32.4",",,S","25.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-08","8.6",",,S","29.2","H,,S","32.3",",,S","25.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-09","5.1",",,S","29.6","H,,S","32.3",",,S","27.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-10","0.0",",,S","28.9","H,,S","32.7",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-11","41.1",",,S","27.6","H,,S","29.3",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-12","0.5",",,S","28.5","H,,S","32.4",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-13","3.3",",,S","28.7","H,,S","31.2",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-14","0.0",",,S","29.8","H,,S","32.5",",,S","26.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-15","3.0",",,S","28.1","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-16","85.1",",,S","30.1","H,,S","32.0",",,S","25.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-17","0.0",",,S","30.4","H,,S","32.0",",,S","28.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-18","2.5",",,S","30.0","H,,S","31.5",",,S","28.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-19","0.0",",,S","29.9","H,,S","31.0",",,S","28.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-20","0.8",",,S","30.2","H,,S","32.0",",,S","28.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-21","0.0",",,S","29.1","H,,S","32.2",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-22","2.8",",,S","27.7","H,,S","31.3",",,S","25.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-23","0.0",",,S","29.9","H,,S","32.0",",,S","26.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-24","0.0",",,S","29.9","H,,S","32.0",",,S","28.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-25","0.0",",,S","29.9","H,,S","31.6",",,S","29.0",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-26","1.8",",,S","29.7","H,,S","32.0",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-27","15.0",",,S","28.4","H,,S","31.6",",,S","24.2",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-28","0.0",",,S","28.4","H,,S","31.1",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-29","0.0",",,S","29.2","H,,S","31.3",",,S","27.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-30","2.3",",,S","29.2","H,,S","31.7",",,S","27.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-05-31","2.0",",,S","29.4","H,,S","31.6",",,S","26.5",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-01","0.8",",,S","29.2","H,,S","31.8",",,S","26.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-02","0.0",",,S","29.4","H,,S","31.7",",,S","26.3",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-03","0.5",",,S","29.2","H,,S","31.6",",,S","26.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-04","0.0",",,S","29.3","H,,S","32.0",",,S","25.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-05","0.0",",,S","29.7","H,,S","32.1",",,S","26.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-06","27.4",",,S","26.4","H,,S","28.2",",,S","24.7",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-07","9.7",",,S","26.7","H,,S","31.3",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-08","32.3",",,S","28.4","H,,S","30.8",",,S","23.4",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-09","0.0",",,S","29.7","H,,S","31.6",",,S","26.1",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-10","0.3",",,S","29.6","H,,S","31.6",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-11","2.5",",,S","29.4","H,,S","31.6",",,S","25.9",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-12","12.4",",,S","29.2","H,,S","31.5",",,S","25.6",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-13","0.0",",,S","29.7","H,,S","31.4",",,S","26.8",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2020-06-14","0.0",",,S","29.5","H,,S","31.4",",,S","27.6",",,S"
