latitude,longitude,datetime,temp,precip,precipprob,precipcover,windspeed,winddir,sunrise,sunset
7.157,81.224,2021-07-01,27,4.623,100,16.67,8.6,206.1,2021-07-01T05:53:04,2021-07-01T18:24:56
7.157,81.224,2021-07-02,26.8,0.614,100,4.17,9.2,329.1,2021-07-02T05:53:18,2021-07-02T18:25:05
7.157,81.224,2021-07-03,26.5,2.636,100,8.33,9.7,34.2,2021-07-03T05:53:32,2021-07-03T18:25:13
7.157,81.224,2021-07-04,26.2,2.882,100,12.5,9,18.3,2021-07-04T05:53:46,2021-07-04T18:25:20
7.157,81.224,2021-07-05,26.7,4.784,100,4.17,7.5,53.3,2021-07-05T05:54:00,2021-07-05T18:25:27
7.157,81.224,2021-07-06,26,0.431,100,12.5,7,131.3,2021-07-06T05:54:14,2021-07-06T18:25:34
7.157,81.224,2021-07-07,26.1,1.02,100,8.33,7.9,290.8,2021-07-07T05:54:28,2021-07-07T18:25:39
7.157,81.224,2021-07-08,26.1,12.899,100,20.83,7.5,242,2021-07-08T05:54:41,2021-07-08T18:25:45
7.157,81.224,2021-07-09,25.9,7.413,100,25,13,255.3,2021-07-09T05:54:54,2021-07-09T18:25:49
7.157,81.224,2021-07-10,25.4,60.98,100,25,23.2,277.1,2021-07-10T05:55:07,2021-07-10T18:25:53
7.157,81.224,2021-07-11,26.1,3.502,100,12.5,18.5,288.5,2021-07-11T05:55:20,2021-07-11T18:25:56
7.157,81.224,2021-07-12,26.7,0.97,100,25,16,278.8,2021-07-12T05:55:33,2021-07-12T18:25:59
7.157,81.224,2021-07-13,27,0,0,0,16.9,287,2021-07-13T05:55:46,2021-07-13T18:26:01
7.157,81.224,2021-07-14,26.5,0.008,100,4.17,14.8,287,2021-07-14T05:55:58,2021-07-14T18:26:02
7.157,81.224,2021-07-15,26.2,0.025,100,4.17,6.9,243,2021-07-15T05:56:10,2021-07-15T18:26:03
7.157,81.224,2021-07-16,26.6,0.636,100,12.5,9.9,320.4,2021-07-16T05:56:21,2021-07-16T18:26:02
7.157,81.224,2021-07-17,26.2,6.349,100,12.5,7.1,1.5,2021-07-17T05:56:32,2021-07-17T18:26:01
7.157,81.224,2021-07-18,26.5,11.145,100,20.83,14.4,296.1,2021-07-18T05:56:43,2021-07-18T18:26:00
7.157,81.224,2021-07-19,27.1,0,0,0,18.3,279.6,2021-07-19T05:56:54,2021-07-19T18:25:57
7.157,81.224,2021-07-20,26.9,0,0,0,16.5,277.3,2021-07-20T05:57:04,2021-07-20T18:25:54
7.157,81.224,2021-07-21,27.1,0,0,0,20.5,278.3,2021-07-21T05:57:14,2021-07-21T18:25:50
7.157,81.224,2021-07-22,27.2,0.581,100,16.67,22,289,2021-07-22T05:57:24,2021-07-22T18:25:46
7.157,81.224,2021-07-23,27.3,3.532,100,33.33,19.1,256.2,2021-07-23T05:57:33,2021-07-23T18:25:40
7.157,81.224,2021-07-24,27,2.27,100,29.17,16.5,271.9,2021-07-24T05:57:41,2021-07-24T18:25:34
7.157,81.224,2021-07-25,26.7,2.579,100,25,13.9,288,2021-07-25T05:57:50,2021-07-25T18:25:27
7.157,81.224,2021-07-26,25.8,6.078,100,25,13,276.3,2021-07-26T05:57:57,2021-07-26T18:25:20
7.157,81.224,2021-07-27,27.1,0.106,100,8.33,13,279.3,2021-07-27T05:58:05,2021-07-27T18:25:11
7.157,81.224,2021-07-28,27.5,1.466,100,16.67,13.6,291.1,2021-07-28T05:58:12,2021-07-28T18:25:02
7.157,81.224,2021-07-29,28,0.172,100,4.17,10.1,291.6,2021-07-29T05:58:18,2021-07-29T18:24:52
7.157,81.224,2021-07-30,27.9,0,0,0,10.8,292.7,2021-07-30T05:58:24,2021-07-30T18:24:41
7.157,81.224,2021-07-31,27.9,0.166,100,4.17,9.3,299.1,2021-07-31T05:58:30,2021-07-31T18:24:30
7.157,81.224,2021-08-01,28.1,0,0,0,10.9,294.7,2021-08-01T05:58:35,2021-08-01T18:24:18
7.157,81.224,2021-08-02,27.5,0,0,0,14.4,281.9,2021-08-02T05:58:40,2021-08-02T18:24:05
7.157,81.224,2021-08-03,27.2,0.2,100,4.17,14,285.9,2021-08-03T05:58:44,2021-08-03T18:23:51
7.157,81.224,2021-08-04,27.8,0.04,100,8.33,12.6,291.8,2021-08-04T05:58:48,2021-08-04T18:23:36
7.157,81.224,2021-08-05,28.1,0.028,100,12.5,14.8,280.1,2021-08-05T05:58:51,2021-08-05T18:23:21
7.157,81.224,2021-08-06,27.9,0.974,100,29.17,10.8,281.5,2021-08-06T05:58:54,2021-08-06T18:23:05
7.157,81.224,2021-08-07,27,21.111,100,33.33,8.2,332.1,2021-08-07T05:58:56,2021-08-07T18:22:49
7.157,81.224,2021-08-08,27,8.208,100,33.33,5.5,296.6,2021-08-08T05:58:58,2021-08-08T18:22:31
7.157,81.224,2021-08-09,26.8,48.396,100,29.17,9.6,295.2,2021-08-09T05:58:59,2021-08-09T18:22:13
7.157,81.224,2021-08-10,27.2,0.12,100,8.33,12.6,284.9,2021-08-10T05:59:00,2021-08-10T18:21:55
7.157,81.224,2021-08-11,27,9.434,100,16.67,9.7,286.5,2021-08-11T05:59:00,2021-08-11T18:21:35
7.157,81.224,2021-08-12,26.8,5.578,100,20.83,14.4,287.7,2021-08-12T05:59:00,2021-08-12T18:21:15
7.157,81.224,2021-08-13,27,1.203,100,8.33,7,294.9,2021-08-13T05:59:00,2021-08-13T18:20:55
7.157,81.224,2021-08-14,27,0.974,100,20.83,12.2,290.1,2021-08-14T05:58:59,2021-08-14T18:20:33
7.157,81.224,2021-08-15,26.6,0.472,100,8.33,7.5,275.1,2021-08-15T05:58:57,2021-08-15T18:20:11
7.157,81.224,2021-08-16,27.2,0,0,0,10.7,307.1,2021-08-16T05:58:56,2021-08-16T18:19:49
7.157,81.224,2021-08-17,27.5,0.104,100,12.5,10.2,288.3,2021-08-17T05:58:53,2021-08-17T18:19:26
7.157,81.224,2021-08-18,27.5,0.863,100,16.67,13.6,291.5,2021-08-18T05:58:51,2021-08-18T18:19:02
7.157,81.224,2021-08-19,27.8,0.511,100,12.5,14.4,327.4,2021-08-19T05:58:48,2021-08-19T18:18:38
7.157,81.224,2021-08-20,27.3,0,0,0,9,4.5,2021-08-20T05:58:44,2021-08-20T18:18:13
7.157,81.224,2021-08-21,25.7,37.287,100,29.17,7.9,29.8,2021-08-21T05:58:40,2021-08-21T18:17:48
7.157,81.224,2021-08-22,24.2,6.309,100,20.83,4.3,42.5,2021-08-22T05:58:36,2021-08-22T18:17:22
7.157,81.224,2021-08-23,26.6,0.131,100,4.17,4,138.8,2021-08-23T05:58:31,2021-08-23T18:16:55
7.157,81.224,2021-08-24,25.1,8.928,100,4.17,6.8,242.5,2021-08-24T05:58:26,2021-08-24T18:16:28
7.157,81.224,2021-08-25,25.2,16.401,100,20.83,11.9,230.6,2021-08-25T05:58:21,2021-08-25T18:16:01
7.157,81.224,2021-08-26,25.1,2.388,100,29.17,18.6,280.2,2021-08-26T05:58:15,2021-08-26T18:15:33
7.157,81.224,2021-08-27,25.7,1.511,100,33.33,19.3,280.7,2021-08-27T05:58:09,2021-08-27T18:15:05
7.157,81.224,2021-08-28,26.1,8.858,100,33.33,27.2,280.6,2021-08-28T05:58:02,2021-08-28T18:14:36
7.157,81.224,2021-08-29,25.3,8.537,100,33.33,23.3,279,2021-08-29T05:57:56,2021-08-29T18:14:07
7.157,81.224,2021-08-30,25.5,11.591,100,20.83,22.5,281.6,2021-08-30T05:57:49,2021-08-30T18:13:37
7.157,81.224,2021-08-31,26.2,0.017,100,4.17,12.5,280.3,2021-08-31T05:57:41,2021-08-31T18:13:08
7.157,81.224,2021-09-01,26.1,5.768,100,8.33,9.3,297.8,2021-09-01T05:57:34,2021-09-01T18:12:37
7.157,81.224,2021-09-02,25.5,1.589,100,25,8.6,275.1,2021-09-02T05:57:26,2021-09-02T18:12:07
7.157,81.224,2021-09-03,25.3,0.137,100,16.67,8.6,301.6,2021-09-03T05:57:18,2021-09-03T18:11:36
7.157,81.224,2021-09-04,25.8,1.761,100,29.17,11.4,265.4,2021-09-04T05:57:10,2021-09-04T18:11:05
7.157,81.224,2021-09-05,26.2,2.111,100,29.17,11.5,261.2,2021-09-05T05:57:01,2021-09-05T18:10:33
7.157,81.224,2021-09-06,26.7,9.439,100,25,13.2,268.4,2021-09-06T05:56:53,2021-09-06T18:10:02
7.157,81.224,2021-09-07,27.1,0.305,100,12.5,17.2,275.8,2021-09-07T05:56:44,2021-09-07T18:09:30
7.157,81.224,2021-09-08,26.7,0.048,100,12.5,9.9,290.9,2021-09-08T05:56:35,2021-09-08T18:08:58
7.157,81.224,2021-09-09,26.8,0,0,0,11,302.8,2021-09-09T05:56:26,2021-09-09T18:08:25
7.157,81.224,2021-09-10,27.2,2.825,100,8.33,6.8,266.6,2021-09-10T05:56:16,2021-09-10T18:07:53
7.157,81.224,2021-09-11,27.3,0,0,0,11,265.6,2021-09-11T05:56:07,2021-09-11T18:07:20
7.157,81.224,2021-09-12,27,0.061,100,4.17,13.6,276.8,2021-09-12T05:55:58,2021-09-12T18:06:47
7.157,81.224,2021-09-13,27.3,0.48,100,20.83,14.7,284.3,2021-09-13T05:55:48,2021-09-13T18:06:14
7.157,81.224,2021-09-14,27.5,0.276,100,25,8.5,282,2021-09-14T05:55:38,2021-09-14T18:05:42
7.157,81.224,2021-09-15,26.8,0.692,100,12.5,7.9,249.7,2021-09-15T05:55:29,2021-09-15T18:05:08
7.157,81.224,2021-09-16,26.5,0.618,100,20.83,8.4,313.9,2021-09-16T05:55:19,2021-09-16T18:04:35
7.157,81.224,2021-09-17,26.5,8.394,100,16.67,6.8,338.8,2021-09-17T05:55:09,2021-09-17T18:04:02
7.157,81.224,2021-09-18,25.8,11.851,100,4.17,7.9,16.1,2021-09-18T05:55:00,2021-09-18T18:03:29
7.157,81.224,2021-09-19,26.3,2.443,100,12.5,6.6,43,2021-09-19T05:54:50,2021-09-19T18:02:56
7.157,81.224,2021-09-20,25.2,6.064,100,25,6.5,67,2021-09-20T05:54:40,2021-09-20T18:02:23
7.157,81.224,2021-09-21,25.4,0.181,100,16.67,6.7,279,2021-09-21T05:54:31,2021-09-21T18:01:50
7.157,81.224,2021-09-22,26,4.606,100,8.33,8.3,152.5,2021-09-22T05:54:21,2021-09-22T18:01:17
7.157,81.224,2021-09-23,25.8,9.358,100,8.33,7,330.4,2021-09-23T05:54:12,2021-09-23T18:00:44
7.157,81.224,2021-09-24,25.4,32.666,100,16.67,9.7,234.8,2021-09-24T05:54:03,2021-09-24T18:00:11
7.157,81.224,2021-09-25,25.5,12.923,100,25,8.6,270.6,2021-09-25T05:53:54,2021-09-25T17:59:39
7.157,81.224,2021-09-26,26,14.654,100,25,11.1,280.6,2021-09-26T05:53:45,2021-09-26T17:59:06
7.157,81.224,2021-09-27,26.4,6.353,100,20.83,17.6,291.2,2021-09-27T05:53:36,2021-09-27T17:58:34
7.157,81.224,2021-09-28,24.4,5.571,100,29.17,23.3,265.6,2021-09-28T05:53:27,2021-09-28T17:58:02
7.157,81.224,2021-09-29,25.8,0.167,100,4.17,13.2,294.8,2021-09-29T05:53:19,2021-09-29T17:57:30
7.157,81.224,2021-09-30,25.7,1.474,100,16.67,16.8,292.8,2021-09-30T05:53:11,2021-09-30T17:56:59
7.157,81.224,2021-10-01,23.6,64.104,100,33.33,5.4,309.2,2021-10-01T05:53:03,2021-10-01T17:56:28
7.157,81.224,2021-10-02,24.5,19.544,100,25,5.8,51.9,2021-10-02T05:52:55,2021-10-02T17:55:57
7.157,81.224,2021-10-03,25.1,0.476,100,12.5,5.4,358.4,2021-10-03T05:52:48,2021-10-03T17:55:26
7.157,81.224,2021-10-04,24.3,6.685,100,20.83,8.5,5.1,2021-10-04T05:52:41,2021-10-04T17:54:56
7.157,81.224,2021-10-05,24,3.711,100,25,7.8,221.3,2021-10-05T05:52:34,2021-10-05T17:54:26
7.157,81.224,2021-10-06,25.1,4.411,100,20.83,11.1,260.7,2021-10-06T05:52:27,2021-10-06T17:53:57
7.157,81.224,2021-10-07,25.6,0.3,100,12.5,11.2,248.1,2021-10-07T05:52:21,2021-10-07T17:53:28
7.157,81.224,2021-10-08,26,0.4,100,12.5,13.2,277.1,2021-10-08T05:52:16,2021-10-08T17:52:59
7.157,81.224,2021-10-09,25.8,0,0,0,14.3,287.4,2021-10-09T05:52:10,2021-10-09T17:52:31
7.157,81.224,2021-10-10,26.1,3.016,100,25,17.5,274.3,2021-10-10T05:52:06,2021-10-10T17:52:03
7.157,81.224,2021-10-11,25.4,21.499,100,33.33,14.3,265.3,2021-10-11T05:52:01,2021-10-11T17:51:36
7.157,81.224,2021-10-12,25.2,2.865,100,25,15.7,304.6,2021-10-12T05:51:57,2021-10-12T17:51:09
7.157,81.224,2021-10-13,26.2,0.067,100,8.33,12.6,299.5,2021-10-13T05:51:54,2021-10-13T17:50:43
7.157,81.224,2021-10-14,26.1,0,0,0,12.9,286.8,2021-10-14T05:51:51,2021-10-14T17:50:18
7.157,81.224,2021-10-15,26.5,0.563,100,8.33,17.9,286.3,2021-10-15T05:51:48,2021-10-15T17:49:53
7.157,81.224,2021-10-16,25.7,0.98,100,33.33,20,261.9,2021-10-16T05:51:46,2021-10-16T17:49:28
7.157,81.224,2021-10-17,26,0.061,100,4.17,21,291.6,2021-10-17T05:51:45,2021-10-17T17:49:05
7.157,81.224,2021-10-18,26.7,0.277,100,12.5,16.8,299.8,2021-10-18T05:51:44,2021-10-18T17:48:42
7.157,81.224,2021-10-19,25.7,16.742,100,12.5,7.4,75.2,2021-10-19T05:51:43,2021-10-19T17:48:19
7.157,81.224,2021-10-20,24.3,19.601,100,16.67,7.1,97.8,2021-10-20T05:51:44,2021-10-20T17:47:58
7.157,81.224,2021-10-21,24.4,9.739,100,16.67,8,19.6,2021-10-21T05:51:44,2021-10-21T17:47:37
7.157,81.224,2021-10-22,24.5,13.489,100,16.67,8.8,352.3,2021-10-22T05:51:46,2021-10-22T17:47:16
7.157,81.224,2021-10-23,24.1,13.177,100,8.33,9.6,338.1,2021-10-23T05:51:48,2021-10-23T17:46:57
7.157,81.224,2021-10-24,24.4,5.005,100,20.83,8,336.9,2021-10-24T05:51:51,2021-10-24T17:46:38
7.157,81.224,2021-10-25,25.2,3.641,100,20.83,8.5,359.4,2021-10-25T05:51:54,2021-10-25T17:46:20
7.157,81.224,2021-10-26,24.3,40.047,100,29.17,9.4,329.4,2021-10-26T05:51:58,2021-10-26T17:46:03
7.157,81.224,2021-10-27,24,3.704,100,12.5,9,326.8,2021-10-27T05:52:02,2021-10-27T17:45:47
7.157,81.224,2021-10-28,24.1,10.962,100,25,8.6,328.6,2021-10-28T05:52:08,2021-10-28T17:45:32
7.157,81.224,2021-10-29,24.1,51.703,100,29.17,6.1,66.4,2021-10-29T05:52:14,2021-10-29T17:45:17
7.157,81.224,2021-10-30,23.5,19.477,100,29.17,7.2,6,2021-10-30T05:52:20,2021-10-30T17:45:03
7.157,81.224,2021-10-31,24,16.213,100,25,6.5,5.3,2021-10-31T05:52:28,2021-10-31T17:44:51
7.157,81.224,2021-11-01,24,21.625,100,25,7.2,85.3,2021-11-01T05:52:36,2021-11-01T17:44:39
7.157,81.224,2021-11-02,24.3,16.725,100,20.83,6.5,84.9,2021-11-02T05:52:45,2021-11-02T17:44:28
7.157,81.224,2021-11-03,24.2,16.081,100,20.83,4.3,307.4,2021-11-03T05:52:54,2021-11-03T17:44:18
7.157,81.224,2021-11-04,23.8,10.052,100,25,9,355.4,2021-11-04T05:53:05,2021-11-04T17:44:08
7.157,81.224,2021-11-05,24.1,0.181,100,8.33,8.2,41.3,2021-11-05T05:53:16,2021-11-05T17:44:00
7.157,81.224,2021-11-06,24.3,33.72,100,16.67,7,346.5,2021-11-06T05:53:27,2021-11-06T17:43:53
7.157,81.224,2021-11-07,23.4,14.318,100,33.33,7.9,333.1,2021-11-07T05:53:40,2021-11-07T17:43:47
7.157,81.224,2021-11-08,23.2,14.636,100,29.17,7.9,328.2,2021-11-08T05:53:53,2021-11-08T17:43:41
7.157,81.224,2021-11-09,23.3,9.768,100,33.33,13.6,322.7,2021-11-09T05:54:07,2021-11-09T17:43:37
7.157,81.224,2021-11-10,23.6,9.152,100,33.33,15.8,313.7,2021-11-10T05:54:22,2021-11-10T17:43:34
7.157,81.224,2021-11-11,24.3,1.195,100,29.17,6.8,339.2,2021-11-11T05:54:37,2021-11-11T17:43:32
7.157,81.224,2021-11-12,24.4,5.198,100,29.17,13.3,309.3,2021-11-12T05:54:53,2021-11-12T17:43:30
7.157,81.224,2021-11-13,24.1,1.129,100,12.5,14.3,308.6,2021-11-13T05:55:10,2021-11-13T17:43:30
7.157,81.224,2021-11-14,24.1,2.381,100,25,13.6,350.4,2021-11-14T05:55:27,2021-11-14T17:43:31
7.157,81.224,2021-11-15,24.7,4.266,100,33.33,14.7,320.1,2021-11-15T05:55:46,2021-11-15T17:43:32
7.157,81.224,2021-11-16,24.6,0.634,100,25,9,336,2021-11-16T05:56:05,2021-11-16T17:43:35
7.157,81.224,2021-11-17,24.3,1.59,100,16.67,10.1,303.8,2021-11-17T05:56:24,2021-11-17T17:43:39
7.157,81.224,2021-11-18,24.4,1.037,100,20.83,9,290.7,2021-11-18T05:56:45,2021-11-18T17:43:43
7.157,81.224,2021-11-19,24.6,22.974,100,25,7.9,338.3,2021-11-19T05:57:06,2021-11-19T17:43:49
7.157,81.224,2021-11-20,25.3,0.206,100,8.33,10.1,339.3,2021-11-20T05:57:27,2021-11-20T17:43:56
7.157,81.224,2021-11-21,24.6,0,0,0,11,308.9,2021-11-21T05:57:49,2021-11-21T17:44:04
7.157,81.224,2021-11-22,24.3,0,0,0,12.6,350,2021-11-22T05:58:12,2021-11-22T17:44:12
7.157,81.224,2021-11-23,23.9,12.863,100,25,13.6,337.4,2021-11-23T05:58:36,2021-11-23T17:44:22
7.157,81.224,2021-11-24,23.2,59.261,100,33.33,7.6,349.2,2021-11-24T05:59:00,2021-11-24T17:44:33
7.157,81.224,2021-11-25,22.6,29.366,100,29.17,4.7,301.9,2021-11-25T05:59:24,2021-11-25T17:44:44
7.157,81.224,2021-11-26,23.9,17.047,100,29.17,7.6,347.5,2021-11-26T05:59:50,2021-11-26T17:44:57
7.157,81.224,2021-11-27,23.8,56.505,100,29.17,5.4,26.7,2021-11-27T06:00:15,2021-11-27T17:45:10
7.157,81.224,2021-11-28,23.6,29.053,100,16.67,8.6,96.7,2021-11-28T06:00:42,2021-11-28T17:45:25
7.157,81.224,2021-11-29,23.8,1.538,100,20.83,5.4,108.6,2021-11-29T06:01:08,2021-11-29T17:45:40
7.157,81.224,2021-11-30,23.8,0.889,100,20.83,7.4,35.1,2021-11-30T06:01:35,2021-11-30T17:45:56
7.157,81.224,2021-12-01,24,1.8,100,8.33,8.4,17.3,2021-12-01T06:02:03,2021-12-01T17:46:13
7.157,81.224,2021-12-02,23.9,21.972,100,12.5,8.6,344.6,2021-12-02T06:02:31,2021-12-02T17:46:31
7.157,81.224,2021-12-03,25,11.816,100,16.67,7,11.2,2021-12-03T06:02:59,2021-12-03T17:46:50
7.157,81.224,2021-12-04,25.2,3.748,100,16.67,6.7,59.2,2021-12-04T06:03:28,2021-12-04T17:47:09
7.157,81.224,2021-12-05,24.8,3.614,100,20.83,9.8,8,2021-12-05T06:03:57,2021-12-05T17:47:30
7.157,81.224,2021-12-06,24.7,0.102,100,8.33,7.7,20.1,2021-12-06T06:04:27,2021-12-06T17:47:51
7.157,81.224,2021-12-07,24,2.006,100,4.17,9.7,349.5,2021-12-07T06:04:56,2021-12-07T17:48:13
7.157,81.224,2021-12-08,23.4,5.871,100,12.5,9.7,354.5,2021-12-08T06:05:26,2021-12-08T17:48:36
7.157,81.224,2021-12-09,24.3,6.001,100,12.5,8.5,27,2021-12-09T06:05:56,2021-12-09T17:48:59
7.157,81.224,2021-12-10,23.4,2.725,100,20.83,12.6,10.5,2021-12-10T06:06:26,2021-12-10T17:49:23
7.157,81.224,2021-12-11,24,9.515,100,29.17,13.6,22.1,2021-12-11T06:06:57,2021-12-11T17:49:48
7.157,81.224,2021-12-12,22.8,45.132,100,29.17,14.3,58,2021-12-12T06:07:27,2021-12-12T17:50:13
7.157,81.224,2021-12-13,22.5,27.575,100,33.33,13.6,19.2,2021-12-13T06:07:58,2021-12-13T17:50:39
7.157,81.224,2021-12-14,22.4,8.017,100,25,16.8,15,2021-12-14T06:08:29,2021-12-14T17:51:05
7.157,81.224,2021-12-15,22.6,8.74,100,25,13.6,342.6,2021-12-15T06:08:59,2021-12-15T17:51:32
7.157,81.224,2021-12-16,23,3.773,100,16.67,9.7,340.9,2021-12-16T06:09:30,2021-12-16T17:52:00
7.157,81.224,2021-12-17,23.3,1.834,100,16.67,10.1,333.8,2021-12-17T06:10:00,2021-12-17T17:52:28
7.157,81.224,2021-12-18,23.4,11.323,100,16.67,10.8,349.5,2021-12-18T06:10:31,2021-12-18T17:52:56
7.157,81.224,2021-12-19,23.3,39.659,100,16.67,11.2,352.8,2021-12-19T06:11:01,2021-12-19T17:53:25
7.157,81.224,2021-12-20,23.1,0.382,100,12.5,11.2,341.5,2021-12-20T06:11:31,2021-12-20T17:53:54
7.157,81.224,2021-12-21,23.2,0.167,100,4.17,10.4,355.8,2021-12-21T06:12:01,2021-12-21T17:54:24
7.157,81.224,2021-12-22,23.2,0.121,100,4.17,9.7,0,2021-12-22T06:12:31,2021-12-22T17:54:53
7.157,81.224,2021-12-23,22.9,3.33,100,4.17,8.3,357,2021-12-23T06:13:01,2021-12-23T17:55:24
7.157,81.224,2021-12-24,22,0,0,0,10.1,350.8,2021-12-24T06:13:30,2021-12-24T17:55:54
7.157,81.224,2021-12-25,21.4,0,0,0,14.7,348.5,2021-12-25T06:13:59,2021-12-25T17:56:25
7.157,81.224,2021-12-26,21.8,0,0,0,11.2,347.9,2021-12-26T06:14:28,2021-12-26T17:56:55
7.157,81.224,2021-12-27,22,0,0,0,9,345.3,2021-12-27T06:14:56,2021-12-27T17:57:26
7.157,81.224,2021-12-28,22.4,0.3,100,8.33,10.8,343.8,2021-12-28T06:15:24,2021-12-28T17:57:57
7.157,81.224,2021-12-29,22.7,0.247,100,8.33,11.2,346.5,2021-12-29T06:15:51,2021-12-29T17:58:28
7.157,81.224,2021-12-30,23.1,1.008,100,8.33,13.8,60.8,2021-12-30T06:16:18,2021-12-30T17:59:00
7.157,81.224,2021-12-31,22.9,5.544,100,25,11.6,48.7,2021-12-31T06:16:44,2021-12-31T17:59:31
7.157,81.224,2022-01-01,23.2,4.298,100,16.67,15,37.6,2022-01-01T06:17:10,2022-01-01T18:00:02
7.157,81.224,2022-01-02,23.1,11.543,100,33.33,14,36.3,2022-01-02T06:17:35,2022-01-02T18:00:33
7.157,81.224,2022-01-03,22.3,28.725,100,29.17,7.6,13.9,2022-01-03T06:18:00,2022-01-03T18:01:04
7.157,81.224,2022-01-04,22.6,14.092,100,25,9.7,341,2022-01-04T06:18:24,2022-01-04T18:01:35
7.157,81.224,2022-01-05,23.2,11.155,100,12.5,9,333,2022-01-05T06:18:47,2022-01-05T18:02:06
7.157,81.224,2022-01-06,23.8,7.626,100,20.83,11.9,357.5,2022-01-06T06:19:10,2022-01-06T18:02:36
7.157,81.224,2022-01-07,24,0.057,100,4.17,8.6,9.1,2022-01-07T06:19:32,2022-01-07T18:03:07
7.157,81.224,2022-01-08,23.8,0.532,100,12.5,10.4,350.7,2022-01-08T06:19:53,2022-01-08T18:03:37
7.157,81.224,2022-01-09,23.1,11.99,100,25,10.8,350.6,2022-01-09T06:20:13,2022-01-09T18:04:06
7.157,81.224,2022-01-10,22.3,4.431,100,20.83,6.1,321.9,2022-01-10T06:20:33,2022-01-10T18:04:36
7.157,81.224,2022-01-11,22.8,8.126,100,8.33,9.4,355.5,2022-01-11T06:20:52,2022-01-11T18:05:05
7.157,81.224,2022-01-12,23.3,0.423,100,8.33,7.6,339.2,2022-01-12T06:21:10,2022-01-12T18:05:34
7.157,81.224,2022-01-13,23.9,0.11,100,8.33,7.9,16.9,2022-01-13T06:21:28,2022-01-13T18:06:02
7.157,81.224,2022-01-14,24.3,3.079,100,8.33,10.1,359.1,2022-01-14T06:21:44,2022-01-14T18:06:31
7.157,81.224,2022-01-15,24.2,0.15,100,4.17,9.7,13.6,2022-01-15T06:22:00,2022-01-15T18:06:58
7.157,81.224,2022-01-16,23,0.048,100,4.17,9,357.9,2022-01-16T06:22:14,2022-01-16T18:07:25
7.157,81.224,2022-01-17,23,0.224,100,4.17,9,353.1,2022-01-17T06:22:28,2022-01-17T18:07:52
7.157,81.224,2022-01-18,22.3,3.1,100,41.67,8.6,345.4,2022-01-18T06:22:41,2022-01-18T18:08:18
7.157,81.224,2022-01-19,22.7,2.723,100,16.67,11.2,345.7,2022-01-19T06:22:53,2022-01-19T18:08:44
7.157,81.224,2022-01-20,22.1,0,0,0,10.1,322.6,2022-01-20T06:23:04,2022-01-20T18:09:09
7.157,81.224,2022-01-21,21.3,0,0,0,10.4,318.9,2022-01-21T06:23:14,2022-01-21T18:09:34
7.157,81.224,2022-01-22,22.1,0,0,0,9,350.1,2022-01-22T06:23:24,2022-01-22T18:09:58
7.157,81.224,2022-01-23,22.5,0,0,0,18.4,56.8,2022-01-23T06:23:32,2022-01-23T18:10:21
7.157,81.224,2022-01-24,22.8,0,0,0,7.9,94,2022-01-24T06:23:39,2022-01-24T18:10:44
7.157,81.224,2022-01-25,22.8,0,0,0,9.7,88.2,2022-01-25T06:23:46,2022-01-25T18:11:06
7.157,81.224,2022-01-26,22.4,0.2,100,8.33,11.9,25.3,2022-01-26T06:23:51,2022-01-26T18:11:28
7.157,81.224,2022-01-27,22.1,0,0,0,11.2,342.9,2022-01-27T06:23:55,2022-01-27T18:11:49
7.157,81.224,2022-01-28,22.3,0.182,100,8.33,8.3,331.4,2022-01-28T06:23:59,2022-01-28T18:12:09
7.157,81.224,2022-01-29,23.9,2.8,100,37.5,7.6,12.2,2022-01-29T06:24:01,2022-01-29T18:12:29
7.157,81.224,2022-01-30,24.6,0.72,100,4.17,12.6,347.4,2022-01-30T06:24:03,2022-01-30T18:12:48
7.157,81.224,2022-01-31,22.7,6.417,100,12.5,8.6,2,2022-01-31T06:24:04,2022-01-31T18:13:06
7.157,81.224,2022-02-01,23.3,0.1,100,4.17,10.1,344.4,2022-02-01T06:24:03,2022-02-01T18:13:23
7.157,81.224,2022-02-02,22.5,0,0,0,10.4,354.9,2022-02-02T06:24:02,2022-02-02T18:13:40
7.157,81.224,2022-02-03,23.3,0,0,0,7.2,333.4,2022-02-03T06:23:59,2022-02-03T18:13:57
7.157,81.224,2022-02-04,23.3,0,0,0,8.3,353.7,2022-02-04T06:23:56,2022-02-04T18:14:12
7.157,81.224,2022-02-05,23.3,0,0,0,10.4,350.9,2022-02-05T06:23:52,2022-02-05T18:14:27
7.157,81.224,2022-02-06,23.5,0,0,0,10.4,330.5,2022-02-06T06:23:47,2022-02-06T18:14:41
7.157,81.224,2022-02-07,22,3.7,100,33.33,10.8,327.8,2022-02-07T06:23:41,2022-02-07T18:14:54
7.157,81.224,2022-02-08,22.6,0,0,0,10.4,336,2022-02-08T06:23:34,2022-02-08T18:15:07
7.157,81.224,2022-02-09,21.9,0.007,100,4.17,10.1,343.2,2022-02-09T06:23:26,2022-02-09T18:15:19
7.157,81.224,2022-02-10,23.3,8.587,100,8.33,7.6,324.3,2022-02-10T06:23:17,2022-02-10T18:15:31
7.157,81.224,2022-02-11,23.3,4.57,100,12.5,6.8,20.6,2022-02-11T06:23:07,2022-02-11T18:15:41
7.157,81.224,2022-02-12,22.6,10.324,100,20.83,9.3,334,2022-02-12T06:22:57,2022-02-12T18:15:51
